beta,step,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_soft_oracle_mse,test_teacher_entropy_norm,variant
0.0,0,0.3134343922138214,0.3133852183818817,0.0030910149630512546,0.3134343922138214,1.0000001192092896,uniform
0.0,150,0.31385537981987,0.31382647156715393,0.0022968227203167195,0.31385537981987,1.0000001192092896,uniform
0.0,300,0.3139062225818634,0.31388556957244873,0.0036779815490931437,0.3139062225818634,1.0000001192092896,uniform
0.0,450,0.31396248936653137,0.3139461576938629,0.0026110101392696114,0.31396248936653137,1.0000001192092896,uniform
0.0,600,0.3139688968658447,0.31395527720451355,0.0019227199683486292,0.3139688968658447,1.0000001192092896,uniform
0.0,750,0.31394240260124207,0.3139306902885437,0.0015013099550124328,0.31394240260124207,1.0000001192092896,uniform
0.0,900,0.3140999972820282,0.3140896260738373,0.001053816320055425,0.3140999972820282,1.0000001192092896,uniform
0.0,1050,0.31415680050849915,0.3141475021839142,0.0011525361081238144,0.31415680050849915,1.0000001192092896,uniform
0.0,1200,0.3141525983810425,0.314144104719162,0.0019137840510227984,0.3141525983810425,1.0000001192092896,uniform
0.6548001799503185,0,0.3134334981441498,0.31338393688201904,0.001476788897947342,0.3134334981441498,1.0000001192092896,fixed_class
0.6548001799503185,150,0.31383028626441956,0.3138014078140259,0.00013598080588514983,0.31383028626441956,1.0000001192092896,fixed_class
0.6548001799503185,300,0.31392359733581543,0.31390297412872314,0.0010085087954790123,0.31392359733581543,1.0000001192092896,fixed_class
0.6548001799503185,450,0.31391623616218567,0.31389984488487244,0.001489821160569739,0.31391623616218567,1.0000001192092896,fixed_class
0.6548001799503185,600,0.3139411211013794,0.3139273226261139,0.0024151673427186566,0.3139411211013794,1.0000001192092896,fixed_class
0.6548001799503185,750,0.31391051411628723,0.3138984441757202,0.004742572491979279,0.31391051411628723,1.0000001192092896,fixed_class
0.6548001799503185,900,0.3139292895793915,0.3139185309410095,0.004077500298003985,0.3139292895793915,1.0000001192092896,fixed_class
0.6548001799503185,1050,0.3140316307544708,0.3140219748020172,0.004612054929993142,0.3140316307544708,1.0000001192092896,fixed_class
0.6548001799503185,1200,0.3140294849872589,0.31402069330215454,0.008102604980233666,0.3140294849872589,1.0000001192092896,fixed_class
1.6370004498757962,0,0.31343430280685425,0.31338563561439514,0.003905635312017229,0.31343430280685425,1.0000001192092896,fixed_good
1.6370004498757962,150,0.31376272439956665,0.313733845949173,0.003864481070900565,0.31376272439956665,1.0000001192092896,fixed_good
1.6370004498757962,300,0.3138602375984192,0.3138395845890045,0.0037203958937099438,0.3138602077960968,1.0000001192092896,fixed_good
1.6370004498757962,450,0.3140257000923157,0.31400927901268005,0.003139962835850854,0.3140257000923157,1.0000001192092896,fixed_good
1.6370004498757962,600,0.3139849901199341,0.3139711320400238,0.0024169665693962636,0.3139849901199341,1.0000001192092896,fixed_good
1.6370004498757962,750,0.3140539526939392,0.31404194235801697,0.002116129766707126,0.3140539526939392,1.0000001192092896,fixed_good
1.6370004498757962,900,0.31406235694885254,0.31405168771743774,0.0031250170656497637,0.3140623867511749,1.0000001192092896,fixed_good
1.6370004498757962,1050,0.3140591084957123,0.31404945254325867,0.004314014187681839,0.3140591084957123,1.0000001192092896,fixed_good
1.6370004498757962,1200,0.31413429975509644,0.3141254484653473,0.002657114787682777,0.31413429975509644,1.0000001192092896,fixed_good
9.173047151237318,0,0.31343257427215576,0.31338343024253845,0.0028183617558402356,0.31343257427215576,1.0000001192092896,hard_cold
9.173047151237318,150,0.313777893781662,0.31374865770339966,0.0009237031293152334,0.313777893781662,1.0000001192092896,hard_cold
9.173047151237318,300,0.31383830308914185,0.3138173222541809,0.0007808339070357834,0.31383827328681946,1.0000001192092896,hard_cold
9.173047151237318,450,0.3139708340167999,0.3139541447162628,0.0008756435675300763,0.3139708340167999,1.0000001192092896,hard_cold
9.173047151237318,600,0.313982754945755,0.3139687180519104,0.0016372021643852896,0.313982754945755,1.0000001192092896,hard_cold
9.173047151237318,750,0.31400763988494873,0.31399545073509216,0.000743951250551967,0.31400763988494873,1.0000001192092896,hard_cold
9.173047151237318,900,0.31403955817222595,0.31402868032455444,0.0002729165584901372,0.31403958797454834,1.0000001192092896,hard_cold
9.173047151237318,1050,0.3140713572502136,0.3140615224838257,0.00022298670015056052,0.3140713572502136,1.0000001192092896,hard_cold
9.173047151237318,1200,0.31417423486709595,0.31416523456573486,0.0004628783163010913,0.31417423486709595,1.0000001192092896,hard_cold
0.0,0,0.3134327530860901,0.31338435411453247,0.0017396189216610741,0.3134327530860901,1.0000001192092896,theory_anneal
0.0,150,0.3136625289916992,0.31363388895988464,0.0035145622580075855,0.3136625289916992,1.0000001192092896,theory_anneal
0.0,300,0.3137620985507965,0.31374144554138184,0.0017608734939530285,0.3137620985507965,1.0000001192092896,theory_anneal
0.0,450,0.3139454126358032,0.31392902135849,0.00149921700674796,0.3139454126358032,1.0000001192092896,theory_anneal
0.0,600,0.3140198886394501,0.31400617957115173,0.0016429422284032393,0.3140198886394501,1.0000001192092896,theory_anneal
0.1212592925833923,750,0.31403401494026184,0.3140221834182739,0.0015994644426365733,0.31403401494026184,1.0000001192092896,theory_anneal
0.42440752404187304,900,0.31402406096458435,0.3140135705471039,0.00196674984885055,0.31402406096458435,1.0000001192092896,theory_anneal
0.8185002249378981,1050,0.3141404092311859,0.314130961894989,0.0013932001020996907,0.3141404092311859,1.0000001192092896,theory_anneal
1.212592925833923,1200,0.31411927938461304,0.314110666513443,0.0009855010322856969,0.31411927938461304,1.0000001192092896,theory_anneal
0.2,0,0.3134338855743408,0.31338465213775635,0.0020558189759250912,0.3134339153766632,1.0000001192092896,grid_0.200
0.2,150,0.3137379288673401,0.31370899081230164,0.005292335988838311,0.3137379288673401,1.0000001192092896,grid_0.200
0.2,300,0.3138532340526581,0.31383270025253296,0.004880263090961068,0.3138532340526581,1.0000001192092896,grid_0.200
0.2,450,0.31395044922828674,0.31393417716026306,0.00368078927315799,0.31395044922828674,1.0000001192092896,grid_0.200
0.2,600,0.31401240825653076,0.3139987885951996,0.002574682660930455,0.31401240825653076,1.0000001192092896,grid_0.200
0.2,750,0.3141295909881592,0.31411781907081604,0.0018045161239773936,0.3141295909881592,1.0000001192092896,grid_0.200
0.2,900,0.3141506612300873,0.3141402006149292,0.0005956177177892766,0.3141506612300873,1.0000001192092896,grid_0.200
0.2,1050,0.31418266892433167,0.31417328119277954,0.0007592754894998623,0.31418266892433167,1.0000001192092896,grid_0.200
0.2,1200,0.31415584683418274,0.31414735317230225,0.0020188683328832406,0.31415584683418274,1.0000001192092896,grid_0.200
0.4,0,0.31343209743499756,0.3133825957775116,0.00017284545753104845,0.31343209743499756,1.0000001192092896,grid_0.400
0.4,150,0.3137363791465759,0.3137069046497345,0.005158989213044833,0.3137363791465759,1.0000001192092896,grid_0.400
0.4,300,0.3138377368450165,0.3138166069984436,0.0047392192015109505,0.3138377368450165,1.0000001192092896,grid_0.400
0.4,450,0.3139197528362274,0.3139030933380127,0.005957786211163543,0.3139197528362274,1.0000001192092896,grid_0.400
0.4,600,0.31400734186172485,0.31399330496788025,0.004098414909609561,0.31400734186172485,1.0000001192092896,grid_0.400
0.4,750,0.3140636682510376,0.31405147910118103,0.0025584514448929686,0.3140636682510376,1.0000001192092896,grid_0.400
0.4,900,0.3140188157558441,0.3140079975128174,0.0036040316353776786,0.3140188157558441,1.0000001192092896,grid_0.400
0.4,1050,0.31403669714927673,0.31402692198753357,0.0028554089943320145,0.31403669714927673,1.0000001192092896,grid_0.400
0.4,1200,0.3141605854034424,0.31415170431137085,0.0012125406216939865,0.3141605854034424,1.0000001192092896,grid_0.400
0.7,0,0.31343376636505127,0.31338563561439514,6.376737309147227e-05,0.31343376636505127,1.0000001192092896,grid_0.700
0.7,150,0.3137538433074951,0.3137253224849701,0.0005636923752874886,0.3137538433074951,1.0000001192092896,grid_0.700
0.7,300,0.3137890100479126,0.3137686252593994,0.0003899635105828734,0.3137890100479126,1.0000001192092896,grid_0.700
0.7,450,0.31380918622016907,0.31379300355911255,7.559126044499702e-05,0.31380918622016907,1.0000001192092896,grid_0.700
0.7,600,0.31373316049575806,0.31371966004371643,0.0010730017799374793,0.31373316049575806,1.0000001192092896,grid_0.700
0.7,750,0.31389638781547546,0.3138846755027771,0.00039052043366691975,0.31389638781547546,1.0000001192092896,grid_0.700
0.7,900,0.31387943029403687,0.31386902928352356,0.00029390881220089476,0.31387943029403687,1.0000001192092896,grid_0.700
0.7,1050,0.3139815926551819,0.31397220492362976,0.0013741159730680259,0.3139815926551819,1.0000001192092896,grid_0.700
0.7,1200,0.3140180706977844,0.31400954723358154,0.0010854191924823025,0.3140180706977844,1.0000001192092896,grid_0.700
1.1,0,0.3134336471557617,0.31338396668434143,0.0004838525325658186,0.31343361735343933,1.0000001192092896,grid_1.100
1.1,150,0.313803106546402,0.31377363204956055,0.0012075531857840833,0.3138030767440796,1.0000001192092896,grid_1.100
1.1,300,0.313904732465744,0.3138837516307831,0.0028335811710918073,0.313904732465744,1.0000001192092896,grid_1.100
1.1,450,0.31392592191696167,0.3139092028141022,0.004858914619308392,0.31392592191696167,1.0000001192092896,grid_1.100
1.1,600,0.31401246786117554,0.31399843096733093,0.005174705185783687,0.31401246786117554,1.0000001192092896,grid_1.100
1.1,750,0.3140202760696411,0.3140081465244293,0.0064233679994287595,0.3140202760696411,1.0000001192092896,grid_1.100
1.1,900,0.3140738904476166,0.3140631318092346,0.006537262763096578,0.3140738904476166,1.0000001192092896,grid_1.100
1.1,1050,0.31401392817497253,0.31400421261787415,0.005395665890477054,0.31401392817497253,1.0000001192092896,grid_1.100
1.1,1200,0.31402385234832764,0.3140150308609009,0.0039465733065444045,0.31402382254600525,1.0000001192092896,grid_1.100
