beta,step,test_beta_gap,test_cost_gap_mean,test_mean_expert_mse,test_oracle_best_mse,test_oracle_class_mi_norm,test_soft_oracle_mse,test_teacher_entropy_norm,variant
0.0,0,0.0,4.917180922348052e-05,0.3134343922138214,0.3133852183818817,0.0030910149630512546,0.3134343922138214,1.0000001192092896,uniform
0.0,150,0.0,2.8933332941960543e-05,0.31385537981987,0.31382647156715393,0.0022968227203167195,0.31385537981987,1.0000001192092896,uniform
0.0,300,0.0,2.0643532479880378e-05,0.3139062225818634,0.31388556957244873,0.0036779815490931437,0.3139062225818634,1.0000001192092896,uniform
0.0,450,0.0,1.633609826967586e-05,0.31396248936653137,0.3139461576938629,0.0026110101392696114,0.31396248936653137,1.0000001192092896,uniform
0.0,600,0.0,1.3597936231235508e-05,0.3139688968658447,0.31395527720451355,0.0019227199683486292,0.3139688968658447,1.0000001192092896,uniform
0.0,750,0.0,1.1757239917642437e-05,0.31394240260124207,0.3139306902885437,0.0015013099550124328,0.31394240260124207,1.0000001192092896,uniform
0.0,900,0.0,1.0382056643720716e-05,0.3140999972820282,0.3140896260738373,0.001053816320055425,0.3140999972820282,1.0000001192092896,uniform
0.0,1050,0.0,9.333253728982527e-06,0.31415680050849915,0.3141475021839142,0.0011525361081238144,0.31415680050849915,1.0000001192092896,uniform
0.0,1200,0.0,8.479267307848204e-06,0.3141525983810425,0.314144104719162,0.0019137840510227984,0.3141525983810425,1.0000001192092896,uniform
0.24561419056011574,0,1.2178710676380433e-05,4.958471981808543e-05,0.3134334981441498,0.31338393688201904,0.001476788897947342,0.3134334981441498,1.0000001192092896,fixed_class
0.24561419056011574,150,7.084323442541063e-06,2.8843300242442638e-05,0.31383031606674194,0.31380146741867065,0.00017632276113301027,0.31383028626441956,1.0000001192092896,fixed_class
0.24561419056011574,300,5.064045581093524e-06,2.0617888367269188e-05,0.31392359733581543,0.31390300393104553,0.0011356652541591784,0.31392359733581543,1.0000001192092896,fixed_class
0.24561419056011574,450,4.01305533159757e-06,1.6338855857611634e-05,0.3139162063598633,0.3138998746871948,0.0016098127626302226,0.31391623616218567,1.0000001192092896,fixed_class
0.24561419056011574,600,3.3868395803438034e-06,1.3789266631647479e-05,0.3139411211013794,0.3139273226261139,0.0024147869105241165,0.3139411211013794,1.0000001192092896,fixed_class
0.24561419056011574,750,2.9528623599617276e-06,1.2022362170682754e-05,0.31391051411628723,0.3138984739780426,0.004742572491979279,0.31391051411628723,1.0000001192092896,fixed_class
0.24561419056011574,900,2.628584979902371e-06,1.0702088729885872e-05,0.3139292895793915,0.3139185607433319,0.004334647979210243,0.3139292895793915,1.0000001192092896,fixed_class
0.24561419056011574,1050,2.3723380309093045e-06,9.65879917202983e-06,0.3140316307544708,0.3140219748020172,0.0044182172252517,0.3140316307544708,1.0000001192092896,fixed_class
0.24561419056011574,1200,2.1651562747138087e-06,8.8152737589553e-06,0.3140294849872589,0.31402069330215454,0.0074994093492243615,0.3140294849872589,1.0000001192092896,fixed_class
0.6140354764002893,0,2.987867446790915e-05,4.865951996180229e-05,0.31343430280685425,0.31338563561439514,0.003905635312017229,0.31343430280685425,1.0000001192092896,fixed_good
0.6140354764002893,150,1.7680506061878987e-05,2.879394742194563e-05,0.31376272439956665,0.31373390555381775,0.003814121126531077,0.31376272439956665,1.0000001192092896,fixed_good
0.6140354764002893,300,1.264181628357619e-05,2.0588086044881493e-05,0.3138602375984192,0.3138396143913269,0.0035426518806928697,0.3138602375984192,1.0000001192092896,fixed_good
0.6140354764002893,450,1.0058229236165062e-05,1.638053436181508e-05,0.3140257000923157,0.31400933861732483,0.003717757878890242,0.3140257000923157,1.0000001192092896,fixed_good
0.6140354764002893,600,8.462734513159376e-06,1.3782158930553123e-05,0.3139849901199341,0.3139711916446686,0.0021133816904009037,0.3139849901199341,1.0000001192092896,fixed_good
0.6140354764002893,750,7.357205504376907e-06,1.198172594740754e-05,0.3140539526939392,0.31404194235801697,0.002337024715546548,0.3140539526939392,1.0000001192092896,fixed_good
0.6140354764002893,900,6.5446079133835156e-06,1.0658353858161718e-05,0.3140623867511749,0.31405171751976013,0.0026402336888330298,0.3140623867511749,1.0000001192092896,fixed_good
0.6140354764002893,1050,5.9133417380508035e-06,9.630292879592162e-06,0.3140591084957123,0.31404945254325867,0.0035843700760001857,0.3140591084957123,1.0000001192092896,fixed_good
0.6140354764002893,1200,5.405589490692364e-06,8.80338302522432e-06,0.31413429975509644,0.3141254782676697,0.0024638757181935957,0.31413429975509644,1.0000001192092896,fixed_good
9.173047151237318,0,0.0004506430123001337,4.912686563329771e-05,0.31343257427215576,0.31338343024253845,0.0028183617558402356,0.31343257427215576,1.0000001192092896,hard_cold
9.173047151237318,150,0.00026848161360248923,2.926853449025657e-05,0.313777893781662,0.31374865770339966,0.0009237031293152334,0.313777893781662,1.0000001192092896,hard_cold
9.173047151237318,300,0.00019234076899010688,2.096803655149415e-05,0.31383830308914185,0.3138173222541809,0.0007808339070357834,0.31383827328681946,1.0000001192092896,hard_cold
9.173047151237318,450,0.00015312879986595362,1.6693338693585247e-05,0.3139708340167999,0.3139541447162628,0.0008756435675300763,0.3139708340167999,1.0000001192092896,hard_cold
9.173047151237318,600,0.0001289371430175379,1.4056086911296006e-05,0.313982754945755,0.3139687180519104,0.0016372021643852896,0.313982754945755,1.0000001192092896,hard_cold
9.173047151237318,750,0.00011232327233301476,1.224492552864831e-05,0.31400763988494873,0.31399545073509216,0.000743951250551967,0.31400763988494873,1.0000001192092896,hard_cold
9.173047151237318,900,9.999651956604794e-05,1.0901123459916562e-05,0.31403955817222595,0.31402868032455444,0.0002729165584901372,0.31403958797454834,1.0000001192092896,hard_cold
9.173047151237318,1050,9.038850839715451e-05,9.853706615103874e-06,0.3140713572502136,0.3140615224838257,0.00022298670015056052,0.3140713572502136,1.0000001192092896,hard_cold
9.173047151237318,1200,8.255786815425381e-05,9.000048521556892e-06,0.31417423486709595,0.31416523456573486,0.0004628783163010913,0.31417423486709595,1.0000001192092896,hard_cold
0.0,0,0.0,4.838493623537943e-05,0.3134327530860901,0.31338435411453247,0.0017396189216610741,0.3134327530860901,1.0000001192092896,theory_anneal
0.0,150,0.0,2.8640852178796194e-05,0.3136625289916992,0.31363388895988464,0.0035145622580075855,0.3136625289916992,1.0000001192092896,theory_anneal
0.0,300,0.0,2.0637780835386366e-05,0.3137620985507965,0.31374144554138184,0.0017608734939530285,0.3137620985507965,1.0000001192092896,theory_anneal
0.0,450,0.0,1.6371042875107378e-05,0.3139454126358032,0.31392902135849,0.00149921700674796,0.3139454126358032,1.0000001192092896,theory_anneal
0.0,600,0.0,1.3690249033970758e-05,0.3140198886394501,0.31400617957115173,0.0016429422284032393,0.3140198886394501,1.0000001192092896,theory_anneal
0.045484109362984394,750,5.389277362155553e-07,1.1848703252326231e-05,0.31403401494026184,0.3140221834182739,0.001558783402898335,0.31403401494026184,1.0000001192092896,theory_anneal
0.15919438277044537,900,1.6695956901457976e-06,1.048778085532831e-05,0.31402406096458435,0.3140135705471039,0.00196674984885055,0.31402406096458435,1.0000001192092896,theory_anneal
0.30701773820014466,1050,2.892100383178331e-06,9.419977686775383e-06,0.3141404092311859,0.314130961894989,0.0013195080145568625,0.3141404092311859,1.0000001192092896,theory_anneal
0.45484109362984393,1200,3.900740466633579e-06,8.57605118653737e-06,0.31411927938461304,0.3141106963157654,0.001059712638465293,0.31411927938461304,1.0000001192092896,theory_anneal
0.2,0,9.847795809037052e-06,4.9238980864174664e-05,0.3134338855743408,0.31338465213775635,0.0020558189759250912,0.3134339153766632,1.0000001192092896,grid_0.200
0.2,150,5.782443622592837e-06,2.8912218112964183e-05,0.3137379288673401,0.31370899081230164,0.005292335988838311,0.3137379288673401,1.0000001192092896,grid_0.200
0.2,300,4.111382622795645e-06,2.0556912204483524e-05,0.3138532340526581,0.31383270025253296,0.004880263090961068,0.3138532340526581,1.0000001192092896,grid_0.200
0.2,450,3.2567413654760458e-06,1.6283705917885527e-05,0.31395044922828674,0.31393417716026306,0.00368078927315799,0.31395044922828674,1.0000001192092896,grid_0.200
0.2,600,2.722463250393048e-06,1.3612315342470538e-05,0.31401240825653076,0.3139987885951996,0.002574682660930455,0.31401240825653076,1.0000001192092896,grid_0.200
0.2,750,2.3569107270304812e-06,1.1784553862526082e-05,0.3141295909881592,0.31411781907081604,0.0018045161239773936,0.3141295909881592,1.0000001192092896,grid_0.200
0.2,900,2.084675543301273e-06,1.0423377716506366e-05,0.3141506612300873,0.3141402006149292,0.0005956177177892766,0.3141506612300873,1.0000001192092896,grid_0.200
0.2,1050,1.8688441514314036e-06,9.344220416096505e-06,0.31418266892433167,0.31417328119277954,0.0007592754894998623,0.31418266892433167,1.0000001192092896,grid_0.200
0.2,1200,1.6993822100630496e-06,8.496910595567897e-06,0.31415584683418274,0.31414735317230225,0.0020188683328832406,0.31415584683418274,1.0000001192092896,grid_0.200
0.4,0,1.9799195797531866e-05,4.949799404130317e-05,0.31343209743499756,0.3133825957775116,0.00017284545753104845,0.31343209743499756,1.0000001192092896,grid_0.400
0.4,150,1.1795605132647324e-05,2.948901237687096e-05,0.3137363791465759,0.3137069046497345,0.005158989213044833,0.3137363791465759,1.0000001192092896,grid_0.400
0.4,300,8.442240869044326e-06,2.1105603082105517e-05,0.3138377368450165,0.3138166069984436,0.0047392192015109505,0.3138377368450165,1.0000001192092896,grid_0.400
0.4,450,6.685269454465015e-06,1.671317295404151e-05,0.3139197528362274,0.3139030933380127,0.005957786211163543,0.3139197528362274,1.0000001192092896,grid_0.400
0.4,600,5.610859716398409e-06,1.4027149518369697e-05,0.31400734186172485,0.31399330496788025,0.004098414909609561,0.31400734186172485,1.0000001192092896,grid_0.400
0.4,750,4.878563231613953e-06,1.219640762428753e-05,0.3140636682510376,0.31405147910118103,0.0025584514448929686,0.3140636682510376,1.0000001192092896,grid_0.400
0.4,900,4.329681814851938e-06,1.0824203855008818e-05,0.3140188157558441,0.3140079975128174,0.0036040316353776786,0.3140188157558441,1.0000001192092896,grid_0.400
0.4,1050,3.893506800523028e-06,9.73376700130757e-06,0.31403669714927673,0.31402692198753357,0.0028554089943320145,0.31403669714927673,1.0000001192092896,grid_0.400
0.4,1200,3.5452785596135072e-06,8.863195944286417e-06,0.3141605854034424,0.31415170431137085,0.0012125406216939865,0.3141605854034424,1.0000001192092896,grid_0.400
0.7,0,3.370079866726883e-05,4.814400017494336e-05,0.31343376636505127,0.31338563561439514,6.376737309147227e-05,0.31343376636505127,1.0000001192092896,grid_0.700
0.7,150,1.9957160475314595e-05,2.8510228730738163e-05,0.3137538433074951,0.3137253224849701,0.0005636923752874886,0.3137538433074951,1.0000001192092896,grid_0.700
0.7,300,1.4254342204367276e-05,2.0363346266094595e-05,0.3137890100479126,0.3137686252593994,0.0003899635105828734,0.3137890100479126,1.0000001192092896,grid_0.700
0.7,450,1.1300221558485646e-05,1.614317443454638e-05,0.31380918622016907,0.31379300355911255,7.559126044499702e-05,0.31380918622016907,1.0000001192092896,grid_0.700
0.7,600,9.470500117458869e-06,1.3529286661650985e-05,0.31373316049575806,0.31371966004371643,0.0010730017799374793,0.31373316049575806,1.0000001192092896,grid_0.700
0.7,750,8.19952674646629e-06,1.1713609637808986e-05,0.31389638781547546,0.3138846755027771,0.00039052043366691975,0.31389638781547546,1.0000001192092896,grid_0.700
0.7,900,7.259752237587236e-06,1.0371074495196808e-05,0.31387943029403687,0.31386902928352356,0.00029390881220089476,0.31387943029403687,1.0000001192092896,grid_0.700
0.7,1050,6.560282599821221e-06,9.371832675242331e-06,0.3139815926551819,0.31397220492362976,0.0013741159730680259,0.3139815926551819,1.0000001192092896,grid_0.700
0.7,1200,5.9806634453707375e-06,8.543805051886011e-06,0.3140180706977844,0.31400954723358154,0.0010854191924823025,0.3140180706977844,1.0000001192092896,grid_0.700
1.1,0,5.464281275635585e-05,4.967528730048798e-05,0.3134336471557617,0.31338396668434143,0.0004838525325658186,0.31343361735343933,1.0000001192092896,grid_1.100
1.1,150,3.242644015699625e-05,2.9478580472641625e-05,0.313803106546402,0.31377363204956055,0.0012075531857840833,0.3138030767440796,1.0000001192092896,grid_1.100
1.1,300,2.3108163077267818e-05,2.1007419491070323e-05,0.313904732465744,0.3138837516307831,0.0028335811710918073,0.313904732465744,1.0000001192092896,grid_1.100
1.1,450,1.8352726328885183e-05,1.6684294678270817e-05,0.31392592191696167,0.3139092028141022,0.004858914619308392,0.31392592191696167,1.0000001192092896,grid_1.100
1.1,600,1.5423784134327434e-05,1.402162070007762e-05,0.31401246786117554,0.31399843096733093,0.005174705185783687,0.31401246786117554,1.0000001192092896,grid_1.100
1.1,750,1.3363694051804487e-05,1.2148812857049052e-05,0.3140202760696411,0.3140081465244293,0.0064233679994287595,0.3140202760696411,1.0000001192092896,grid_1.100
1.1,900,1.1832207746920176e-05,1.0756552910606842e-05,0.3140738904476166,0.3140631318092346,0.006537262763096578,0.3140738904476166,1.0000001192092896,grid_1.100
1.1,1050,1.0654543984855991e-05,9.685948498372454e-06,0.31401392817497253,0.31400421261787415,0.005395665890477054,0.31401392817497253,1.0000001192092896,grid_1.100
1.1,1200,9.689179023553152e-06,8.808345228317194e-06,0.31402385234832764,0.3140150308609009,0.0039465733065444045,0.31402382254600525,1.0000001192092896,grid_1.100
